index,airline_name,overall_rating,review_date,verified,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,value_for_money,recommended,year
1371,Air China,5,22nd June 2023,True,Business,Economy Class,June 2023,2,3,2,3,3,False,2023
1373,Air China,7,1st February 2021,True,Family Leisure,Economy Class,October 2020,2,4,2,3,5,False,2020
1376,Air China,3,16th May 2020,True,Solo Leisure,Economy Class,February 2020,3,1,1,2,2,False,2020
1377,Air China,6,5th April 2020,True,Family Leisure,Economy Class,May 2019,3,5,2,4,3,True,2019
1379,Air China,3,15th March 2020,True,Solo Leisure,Economy Class,February 2020,3,3,1,1,3,False,2020
1380,Air China,6,15th March 2020,False,Family Leisure,Economy Class,March 2020,3,5,3,3,3,True,2020
1382,Air China,6,8th March 2020,True,Couple Leisure,Economy Class,January 2020,1,3,1,5,5,True,2020
1383,Air China,9,3rd March 2020,True,Couple Leisure,Economy Class,October 2019,4,4,4,5,5,True,2019
1384,Air China,1,21st February 2020,True,Business,Business Class,April 2019,1,1,1,1,1,False,2019
1386,Air China,3,10th February 2020,True,Solo Leisure,Business Class,February 2020,4,5,3,1,1,False,2020
1387,Air China,6,23rd January 2020,True,Couple Leisure,Business Class,January 2020,4,3,1,1,4,False,2020
1388,Air China,1,18th January 2020,True,Couple Leisure,Economy Class,January 2020,1,1,1,1,1,False,2020
1389,Air China,1,17th January 2020,False,Solo Leisure,Economy Class,January 2020,2,2,2,2,2,False,2020
1390,Air China,9,17th January 2020,True,Couple Leisure,First Class,December 2019,5,5,2,5,5,True,2019
1391,Air China,5,16th January 2020,True,Family Leisure,Economy Class,January 2020,3,3,3,1,4,False,2020
1392,Air China,8,14th January 2020,True,Family Leisure,Economy Class,December 2019,4,5,3,5,5,True,2019
1393,Air China,1,13th January 2020,True,Couple Leisure,Economy Class,December 2019,1,1,1,1,1,False,2019
1394,Air China,1,7th January 2020,True,Solo Leisure,Economy Class,January 2020,1,3,2,1,2,False,2020
1395,Air China,8,26th December 2019,True,Family Leisure,Economy Class,August 2019,5,5,4,5,4,True,2019
1397,Air China,1,21st December 2019,False,Solo Leisure,Economy Class,November 2019,1,1,1,1,1,False,2019
1398,Air China,1,21st December 2019,False,Couple Leisure,Economy Class,December 2019,1,1,2,1,1,False,2019
1399,Air China,3,13th December 2019,True,Solo Leisure,Economy Class,December 2019,1,2,2,3,3,False,2019
1400,Air China,7,12th December 2019,True,Business,Business Class,December 2019,3,4,3,3,5,True,2019
1401,Air China,7,12th December 2019,True,Business,Business Class,December 2019,4,4,3,3,5,True,2019
1402,Air China,5,9th December 2019,True,Business,Economy Class,July 2019,3,5,2,2,4,True,2019
1403,Air China,1,7th December 2019,False,Family Leisure,Economy Class,July 2019,3,2,1,1,1,False,2019
1404,Air China,1,7th December 2019,True,Business,Business Class,December 2019,1,1,1,1,1,False,2019
1405,Air China,1,2nd December 2019,True,Couple Leisure,Economy Class,December 2019,1,1,1,1,1,False,2019
1406,Air China,6,1st December 2019,True,Solo Leisure,Economy Class,October 2019,4,5,4,1,4,True,2019
1407,Air China,2,30th November 2019,True,Solo Leisure,Economy Class,November 2019,3,4,1,3,2,False,2019
1408,Air China,6,26th November 2019,True,Business,Premium Economy,November 2019,3,4,2,4,4,False,2019
1409,Air China,5,25th November 2019,False,Family Leisure,Economy Class,July 2019,2,4,2,3,4,False,2019
1410,Air China,1,24th November 2019,False,Solo Leisure,Economy Class,October 2019,1,1,1,1,1,False,2019
1411,Air China,6,24th November 2019,False,Family Leisure,Economy Class,July 2019,2,4,2,3,3,False,2019
1412,Air China,5,21st November 2019,True,Solo Leisure,Economy Class,November 2019,3,2,1,2,4,True,2019
1413,Air China,8,20th November 2019,True,Business,Business Class,November 2019,4,4,3,4,5,True,2019
1414,Air China,1,19th November 2019,False,Solo Leisure,Economy Class,November 2019,2,2,2,1,1,False,2019
1415,Air China,2,18th November 2019,True,Family Leisure,Economy Class,October 2019,3,4,2,1,2,False,2019
1416,Air China,9,8th November 2019,True,Couple Leisure,Economy Class,November 2019,5,5,4,5,5,True,2019
1417,Air China,4,30th October 2019,False,Couple Leisure,Economy Class,December 2018,2,4,4,1,5,False,2018
1418,Air China,1,15th October 2019,True,Solo Leisure,Economy Class,July 2019,1,1,1,1,1,False,2019
1419,Air China,1,15th October 2019,True,Solo Leisure,Economy Class,October 2019,1,1,1,1,1,False,2019
1420,Air China,1,15th October 2019,True,Family Leisure,Economy Class,October 2019,2,3,3,1,1,False,2019
1421,Air China,1,14th October 2019,True,Solo Leisure,Premium Economy,August 2019,1,2,1,1,1,False,2019
1422,Air China,1,14th October 2019,False,Solo Leisure,Economy Class,October 2019,2,1,1,1,1,False,2019
1423,Air China,1,10th October 2019,False,Couple Leisure,Business Class,October 2019,3,4,4,1,1,False,2019
1424,Air China,1,28th September 2019,True,Solo Leisure,Economy Class,August 2019,1,1,1,1,1,False,2019
1425,Air China,3,23rd September 2019,True,Couple Leisure,Economy Class,September 2019,3,3,1,1,2,False,2019
1426,Air China,8,10th September 2019,False,Family Leisure,Business Class,December 2018,4,4,4,4,5,True,2018
1427,Air China,9,6th September 2019,False,Solo Leisure,Economy Class,August 2019,4,5,3,5,5,True,2019
1428,Air China,1,31st August 2019,True,Solo Leisure,Economy Class,August 2019,3,3,3,1,1,False,2019
1429,Air China,1,28th August 2019,True,Couple Leisure,Economy Class,August 2019,1,2,1,1,1,False,2019
1430,Air China,1,1st August 2019,False,Family Leisure,Economy Class,July 2019,1,2,1,1,1,False,2019
1431,Air China,1,27th July 2019,False,Business,Business Class,June 2019,1,2,1,1,1,False,2019
1432,Air China,1,24th July 2019,True,Business,Business Class,June 2019,1,1,1,1,1,False,2019
1433,Air China,1,13th July 2019,False,Solo Leisure,Economy Class,July 2019,1,1,1,1,1,False,2019
1434,Air China,7,11th July 2019,True,Solo Leisure,Economy Class,July 2019,4,4,3,4,5,True,2019
1435,Air China,3,6th July 2019,True,Family Leisure,Economy Class,June 2019,2,4,3,2,2,False,2019
1436,Air China,2,6th July 2019,True,Solo Leisure,Economy Class,July 2019,3,1,1,2,2,False,2019
1437,Air China,7,2nd July 2019,True,Couple Leisure,Economy Class,May 2019,3,3,4,3,5,True,2019
1438,Air China,1,26th June 2019,True,Couple Leisure,Premium Economy,April 2019,1,1,1,1,1,False,2019
1439,Air China,1,19th June 2019,True,Solo Leisure,First Class,June 2019,5,5,5,4,4,True,2019
1440,Air China,7,13th June 2019,True,Business,Business Class,June 2019,3,5,4,4,5,True,2019
1441,Air China,1,6th June 2019,True,Solo Leisure,Economy Class,May 2019,1,1,1,1,1,False,2019
1442,Air China,8,6th June 2019,True,Couple Leisure,Business Class,June 2019,5,4,4,4,5,True,2019
1443,Air China,1,1st June 2019,True,Solo Leisure,Economy Class,May 2019,3,1,1,2,2,False,2019
1444,Air China,3,30th May 2019,False,Couple Leisure,Economy Class,April 2019,2,1,2,1,2,False,2019
1445,Air China,1,28th May 2019,True,Family Leisure,Economy Class,May 2019,1,1,1,1,1,False,2019
1446,Air China,2,12th May 2019,True,Couple Leisure,Economy Class,April 2019,2,2,2,1,4,False,2019
1447,Air China,8,10th May 2019,True,Family Leisure,Economy Class,April 2019,5,5,5,5,5,True,2019
1448,Air China,7,3rd May 2019,True,Family Leisure,Economy Class,May 2019,4,5,4,1,4,True,2019
1449,Air China,2,3rd May 2019,True,Solo Leisure,Economy Class,April 2019,3,3,1,2,4,False,2019
1450,Air China,3,3rd May 2019,True,Family Leisure,Economy Class,April 2019,3,2,3,1,2,False,2019
1451,Air China,4,3rd May 2019,True,Family Leisure,Economy Class,April 2019,3,3,4,2,3,False,2019
1452,Air China,6,2nd May 2019,False,Solo Leisure,Business Class,April 2019,3,3,3,3,3,False,2019
1453,Air China,1,26th April 2019,True,Solo Leisure,Economy Class,April 2019,2,2,3,1,1,False,2019
1454,Air China,4,26th April 2019,False,Couple Leisure,Premium Economy,April 2019,3,3,1,2,3,False,2019
1455,Air China,1,24th April 2019,True,Solo Leisure,Economy Class,March 2019,1,1,1,1,2,False,2019
1456,Air China,1,23rd April 2019,True,Solo Leisure,Economy Class,April 2019,1,3,3,2,1,False,2019
1457,Air China,7,22nd April 2019,True,Business,Economy Class,April 2019,5,4,4,4,5,True,2019
1458,Air China,2,22nd April 2019,False,Solo Leisure,Economy Class,April 2019,1,1,2,2,2,False,2019
1459,Air China,7,15th April 2019,True,Couple Leisure,Economy Class,April 2019,3,4,4,5,5,True,2019
1460,Air China,1,12th April 2019,True,Solo Leisure,Economy Class,April 2019,3,4,1,1,1,False,2019
1461,Air China,5,12th April 2019,True,Couple Leisure,Economy Class,April 2019,2,1,4,3,5,True,2019
1462,Air China,1,11th April 2019,True,Business,Economy Class,April 2019,3,2,1,1,1,False,2019
1463,Air China,1,10th April 2019,False,Family Leisure,Economy Class,April 2019,1,2,1,1,2,False,2019
1464,Air China,8,8th April 2019,True,Business,Business Class,December 2018,5,5,5,5,5,True,2018
1465,Air China,9,8th April 2019,True,Business,Business Class,December 2018,5,5,1,5,5,True,2018
1466,Air China,9,7th April 2019,True,Solo Leisure,Economy Class,March 2019,5,5,4,5,5,True,2019
1467,Air China,1,6th April 2019,False,Solo Leisure,Economy Class,March 2019,2,1,1,1,1,False,2019
1468,Air China,1,23rd March 2019,True,Couple Leisure,Economy Class,March 2019,3,3,1,3,2,False,2019
1469,Air China,6,18th March 2019,True,Solo Leisure,Business Class,December 2018,5,2,3,5,5,True,2018
1470,Air China,9,17th March 2019,True,Solo Leisure,Business Class,December 2018,5,5,3,5,5,True,2018
1472,Air Corsica,9,24th August 2020,True,Couple Leisure,Economy Class,August 2020,5,4,1,5,5,True,2020
1473,Air Corsica,1,23rd February 2020,True,Family Leisure,Economy Class,September 2019,1,1,1,1,1,False,2019
1474,Air Corsica,1,17th September 2018,True,Couple Leisure,Economy Class,September 2018,5,5,5,5,5,True,2018
1475,Air Corsica,8,24th July 2018,True,Business,Business Class,July 2018,4,5,3,4,5,True,2018
1476,Air Corsica,4,6th January 2017,False,Couple Leisure,Economy Class,December 2016,1,4,2,3,2,False,2016
1477,Air Corsica,1,2nd October 2015,False,Couple Leisure,Economy Class,September 2015,4,5,3,5,5,True,2015
1481,Air Costa,8,30th December 2015,False,Family Leisure,Economy Class,December 2015,5,4,3,4,5,True,2015
1482,Air Cote d'Ivoire,1,28th July 2021,True,Business,Business Class,May 2021,2,1,1,1,1,False,2021
1483,Air Djibouti,8,29th January 2023,True,Couple Leisure,Economy Class,January 2023,4,5,2,4,3,True,2023
1484,Air Djibouti,5,8th December 2019,True,Couple Leisure,Economy Class,November 2019,4,3,1,4,3,True,2019
1485,Air Dolomiti,1,17th June 2023,True,Couple Leisure,Economy Class,June 2023,3,4,1,1,2,False,2023
1486,Air Dolomiti,2,3rd June 2023,True,Solo Leisure,Economy Class,June 2023,3,1,1,3,2,False,2023
1487,Air Dolomiti,2,27th May 2023,True,Family Leisure,Economy Class,May 2023,2,1,2,2,1,False,2023
1488,Air Dolomiti,2,25th May 2023,True,Couple Leisure,Business Class,May 2023,2,2,2,1,2,False,2023
1489,Air Dolomiti,8,11th February 2023,True,Business,Premium Economy,February 2023,4,5,1,5,4,True,2023
1490,Air Dolomiti,6,2nd February 2023,True,Business,Economy Class,January 2023,4,4,1,3,1,False,2023
1491,Air Dolomiti,8,6th January 2023,False,Business,Business Class,December 2022,2,5,4,3,4,True,2022
1492,Air Dolomiti,6,26th December 2022,True,Solo Leisure,Economy Class,December 2022,4,1,3,4,3,True,2022
1493,Air Dolomiti,1,15th November 2022,True,Business,Business Class,November 2022,1,2,1,1,1,False,2022
1494,Air Dolomiti,3,1st November 2022,False,Business,Economy Class,October 2022,2,3,2,1,2,False,2022
1495,Air Dolomiti,3,26th October 2022,False,Couple Leisure,Economy Class,October 2022,1,2,1,1,1,False,2022
1496,Air Dolomiti,8,19th October 2022,True,Couple Leisure,Economy Class,September 2022,4,5,4,5,4,True,2022
1497,Air Dolomiti,6,24th September 2022,True,Solo Leisure,Economy Class,September 2022,4,4,1,1,3,True,2022
1498,Air Dolomiti,1,23rd September 2022,False,Couple Leisure,Economy Class,September 2022,2,2,1,1,1,False,2022
1499,Air Dolomiti,1,27th June 2022,False,Family Leisure,Economy Class,June 2022,1,1,1,1,1,False,2022
1500,Air Dolomiti,7,29th May 2022,True,Solo Leisure,Economy Class,May 2022,3,5,1,4,3,True,2022
1501,Air Dolomiti,1,10th October 2021,True,Couple Leisure,Economy Class,October 2021,2,3,1,1,1,False,2021
1502,Air Dolomiti,9,3rd March 2020,True,Solo Leisure,Economy Class,March 2020,4,5,4,4,4,True,2020
1503,Air Dolomiti,1,8th February 2020,True,Family Leisure,Economy Class,January 2020,5,5,5,5,5,True,2020
1504,Air Dolomiti,8,28th December 2019,True,Business,Economy Class,June 2019,5,5,5,5,4,True,2019
1505,Air Dolomiti,8,19th September 2019,True,Couple Leisure,Economy Class,September 2019,4,4,4,4,4,True,2019
1506,Air Dolomiti,1,28th July 2019,True,Couple Leisure,Economy Class,July 2019,1,1,1,1,1,False,2019
1507,Air Dolomiti,4,19th July 2019,True,Family Leisure,Economy Class,July 2019,2,1,3,2,2,False,2019
1508,Air Dolomiti,1,12th June 2019,True,Solo Leisure,Economy Class,June 2019,1,1,1,1,1,False,2019
1509,Air Dolomiti,1,5th June 2019,True,Solo Leisure,Economy Class,June 2019,4,5,5,4,4,True,2019
1510,Air Dolomiti,8,16th January 2019,True,Business,Economy Class,January 2019,3,4,4,4,4,True,2019
1511,Air Dolomiti,1,10th November 2018,False,Couple Leisure,Economy Class,November 2018,1,1,1,1,1,False,2018
1513,Air Dolomiti,7,3rd July 2018,False,Business,Economy Class,July 2018,4,4,4,1,4,True,2018
1514,Air Dolomiti,7,7th February 2018,True,Business,Economy Class,February 2018,4,5,4,4,4,True,2018
1515,Air Dolomiti,1,5th December 2017,True,Solo Leisure,Economy Class,June 2017,5,5,5,5,5,True,2017
1516,Air Dolomiti,1,24th October 2017,False,Couple Leisure,Economy Class,October 2017,3,3,1,1,1,False,2017
1517,Air Dolomiti,9,15th September 2017,False,Couple Leisure,Economy Class,June 2017,4,5,5,4,5,True,2017
1518,Air Dolomiti,8,4th May 2017,False,Couple Leisure,Economy Class,April 2017,4,3,3,4,4,True,2017
1519,Air Dolomiti,1,31st December 2015,False,Couple Leisure,Economy Class,December 2015,4,5,4,5,5,True,2015
1520,Air Dolomiti,8,13th December 2015,False,Business,Economy Class,December 2015,4,5,4,4,3,True,2015
1521,Air Dolomiti,7,22nd July 2015,False,Family Leisure,Economy Class,July 2015,3,4,3,4,3,True,2015
1522,Air Dolomiti,1,18th July 2015,False,Family Leisure,Economy Class,January 2015,5,5,4,4,5,True,2015
1523,Air Dolomiti,1,8th July 2015,False,Business,Business Class,June 2015,3,4,5,4,3,False,2015
1524,Air Dolomiti,7,2nd July 2015,False,Solo Leisure,Economy Class,August 2014,3,3,2,2,3,True,2014
1563,Air Europa,1,27th July 2023,False,Family Leisure,Economy Class,March 2023,5,5,5,5,5,True,2023
1565,Air Europa,2,28th June 2023,False,Couple Leisure,Economy Class,February 2023,2,2,2,2,1,False,2023
1566,Air Europa,4,24th June 2023,True,Business,Economy Class,June 2023,3,1,1,1,2,False,2023
1567,Air Europa,1,23rd June 2023,True,Business,Economy Class,June 2023,5,5,1,5,5,True,2023
1568,Air Europa,7,29th May 2023,True,Couple Leisure,Economy Class,May 2023,3,2,1,4,3,True,2023
1569,Air Europa,2,27th May 2023,True,Couple Leisure,Economy Class,May 2023,3,4,1,1,4,False,2023
1570,Air Europa,1,26th May 2023,True,Solo Leisure,Economy Class,February 2023,3,1,2,1,1,False,2023
1571,Air Europa,1,17th May 2023,True,Couple Leisure,Economy Class,May 2023,1,1,1,3,1,False,2023
1572,Air Europa,1,9th May 2023,True,Couple Leisure,Business Class,May 2023,4,2,2,1,1,False,2023
1573,Air Europa,1,2nd May 2023,False,Couple Leisure,Business Class,May 2023,1,1,1,1,1,False,2023
1574,Air Europa,1,24th April 2023,True,Family Leisure,Economy Class,April 2023,1,3,1,1,1,False,2023
1575,Air Europa,1,20th April 2023,False,Business,Business Class,April 2023,1,1,1,1,1,False,2023
1576,Air Europa,1,18th April 2023,True,Business,Economy Class,April 2023,1,1,1,1,1,False,2023
1577,Air Europa,1,8th March 2023,True,Couple Leisure,Economy Class,March 2023,1,1,2,1,1,False,2023
1578,Air Europa,8,25th February 2023,True,Couple Leisure,Economy Class,February 2023,4,5,4,4,4,True,2023
1579,Air Europa,1,14th February 2023,True,Solo Leisure,Economy Class,February 2023,2,1,1,1,1,False,2023
1580,Air Europa,1,12th February 2023,True,Solo Leisure,Premium Economy,February 2023,1,1,1,1,1,False,2023
1581,Air Europa,2,28th January 2023,True,Couple Leisure,Economy Class,January 2023,1,1,1,1,1,False,2023
1582,Air Europa,1,26th January 2023,True,Solo Leisure,Economy Class,December 2022,1,1,1,1,1,False,2022
1583,Air Europa,1,25th January 2023,True,Couple Leisure,Economy Class,January 2023,2,2,1,2,1,False,2023
1584,Air Europa,1,17th January 2023,True,Couple Leisure,Business Class,January 2023,5,5,5,4,5,True,2023
1585,Air Europa,1,2nd January 2023,True,Business,Business Class,December 2022,3,2,2,1,1,False,2022
1586,Air Europa,1,24th December 2022,False,Family Leisure,Economy Class,December 2022,1,1,1,2,2,False,2022
1587,Air Europa,2,17th December 2022,False,Family Leisure,Economy Class,December 2022,5,5,4,1,1,False,2022
1588,Air Europa,2,27th November 2022,True,Solo Leisure,Economy Class,November 2022,1,1,1,1,1,False,2022
1589,Air Europa,2,24th November 2022,False,Couple Leisure,Economy Class,November 2022,2,2,2,1,2,False,2022
1590,Air Europa,1,6th November 2022,True,Solo Leisure,Business Class,November 2022,1,1,1,1,1,False,2022
1591,Air Europa,3,24th October 2022,False,Couple Leisure,Economy Class,October 2022,1,1,1,1,2,False,2022
1592,Air Europa,2,4th October 2022,False,Family Leisure,Economy Class,October 2022,2,1,1,3,3,False,2022
1593,Air Europa,8,25th September 2022,True,Family Leisure,Economy Class,September 2022,4,4,5,5,4,True,2022
1594,Air Europa,2,16th August 2022,True,Solo Leisure,Economy Class,August 2022,2,2,1,1,1,False,2022
1595,Air Europa,1,10th August 2022,True,Solo Leisure,Economy Class,August 2022,1,3,1,2,2,False,2022
1596,Air Europa,3,8th August 2022,True,Couple Leisure,Economy Class,August 2022,4,1,1,1,4,False,2022
1597,Air Europa,9,7th August 2022,True,Couple Leisure,Economy Class,August 2022,5,4,1,5,4,True,2022
1598,Air Europa,2,29th July 2022,True,Business,Business Class,July 2022,4,4,4,1,2,False,2022
1599,Air Europa,1,29th July 2022,False,Couple Leisure,Economy Class,July 2022,1,1,1,1,1,False,2022
1600,Air Europa,1,22nd July 2022,True,Family Leisure,Economy Class,July 2022,1,1,1,1,1,False,2022
1601,Air Europa,1,20th July 2022,True,Solo Leisure,Economy Class,July 2022,1,1,1,1,1,False,2022
1602,Air Europa,1,18th July 2022,False,Solo Leisure,Economy Class,July 2022,1,1,1,1,1,False,2022
1603,Air Europa,1,16th July 2022,True,Solo Leisure,Economy Class,July 2022,4,1,1,1,1,False,2022
1604,Air Europa,2,16th July 2022,False,Couple Leisure,Economy Class,July 2022,1,1,1,1,1,False,2022
1606,Air Europa,1,19th June 2022,False,Couple Leisure,Economy Class,June 2022,1,1,1,1,1,False,2022
1607,Air Europa,1,7th June 2022,True,Business,Economy Class,June 2022,1,1,1,1,1,False,2022
